Code,Wards (2016),Health Indicator,value
E05000462,Hillside; Merton,Hospital stays for self harm,24.7
E05000463,Lavender Fields; Merton,Hospital stays for self harm,56.6
E05000464,Longthornton; Merton,Hospital stays for self harm,37.9
E05000465,Lower Morden; Merton,Hospital stays for self harm,51.6
E05000466,Merton Park; Merton,Hospital stays for self harm,51.5
E05000467,Pollards Hill; Merton,Hospital stays for self harm,54.4
E05000468,Ravensbury; Merton,Hospital stays for self harm,70.5
E05000469,Raynes Park; Merton,Hospital stays for self harm,27.7
E05000470,St Helier; Merton,Hospital stays for self harm,65.7
E05000471,Trinity; Merton,Hospital stays for self harm,33.8
E05000472,Village; Merton,Hospital stays for self harm,26.9
E05000473,West Barnes; Merton,Hospital stays for self harm,48.4
E05000474,Wimbledon Park; Merton,Hospital stays for self harm,20.2
E05000475,Beckton; Newham,Hospital stays for self harm,68.2
E05000476,Boleyn; Newham,Hospital stays for self harm,45.0
E05000477,Canning Town North; Newham,Hospital stays for self harm,70.7
E05000478,Canning Town South; Newham,Hospital stays for self harm,68.1
E05000479,Custom House; Newham,Hospital stays for self harm,88.2
E05000480,East Ham Central; Newham,Hospital stays for self harm,55.7
E05000481,East Ham North; Newham,Hospital stays for self harm,39.5
E05000482,East Ham South; Newham,Hospital stays for self harm,87.1
E05000483,Forest Gate North; Newham,Hospital stays for self harm,50.7
E05000484,Forest Gate South; Newham,Hospital stays for self harm,68.8
E05000485,Green Street East; Newham,Hospital stays for self harm,45.1
E05000486,Green Street West; Newham,Hospital stays for self harm,54.1
E05000487,Little Ilford; Newham,Hospital stays for self harm,54.6
E05000488,Manor Park; Newham,Hospital stays for self harm,54.5
E05000489,Plaistow North; Newham,Hospital stays for self harm,57.8
E05000490,Plaistow South; Newham,Hospital stays for self harm,60.4
E05000491,Royal Docks; Newham,Hospital stays for self harm,52.1
E05000492,Stratford and New Town; Newham,Hospital stays for self harm,43.9
E05000493,Wall End; Newham,Hospital stays for self harm,63.5
E05000494,West Ham; Newham,Hospital stays for self harm,56.0
E05000495,Aldborough; Redbridge,Hospital stays for self harm,40.8
E05000496,Barkingside; Redbridge,Hospital stays for self harm,26.3
E05000497,Bridge; Redbridge,Hospital stays for self harm,60.3
E05000498,Chadwell; Redbridge,Hospital stays for self harm,55.7
E05000499,Church End; Redbridge,Hospital stays for self harm,29.4
E05000500,Clayhall; Redbridge,Hospital stays for self harm,29.6
E05000501,Clementswood; Redbridge,Hospital stays for self harm,67.9
E05000502,Cranbrook; Redbridge,Hospital stays for self harm,46.4
E05000503,Fairlop; Redbridge,Hospital stays for self harm,40.4
E05000504,Fullwell; Redbridge,Hospital stays for self harm,43.8
E05000505,Goodmayes; Redbridge,Hospital stays for self harm,48.9
E05000506,Hainault; Redbridge,Hospital stays for self harm,85.3
E05000507,Loxford; Redbridge,Hospital stays for self harm,51.3
E05000508,Mayfield; Redbridge,Hospital stays for self harm,52.7
E05000509,Monkhams; Redbridge,Hospital stays for self harm,35.0
E05000510,Newbury; Redbridge,Hospital stays for self harm,44.3
E05000511,Roding; Redbridge,Hospital stays for self harm,50.9
E05000512,Seven Kings; Redbridge,Hospital stays for self harm,39.6
E05000513,Snaresbrook; Redbridge,Hospital stays for self harm,43.1
E05000514,Valentines; Redbridge,Hospital stays for self harm,72.6
E05000515,Wanstead; Redbridge,Hospital stays for self harm,54.4
E05000516,Barnes; Richmond upon Thames,Hospital stays for self harm,45.1
E05000517,East Sheen; Richmond upon Thames,Hospital stays for self harm,31.9
E05000518,Fulwell and Hampton Hill; Richmond upon Thames,Hospital stays for self harm,42.0
E05000519,"Ham, Petersham and Richmond Riverside; Richmond upon Thames",Hospital stays for self harm,56.9
E05000520,Hampton; Richmond upon Thames,Hospital stays for self harm,52.8
E05000521,Hampton North; Richmond upon Thames,Hospital stays for self harm,90.7
E05000522,Hampton Wick; Richmond upon Thames,Hospital stays for self harm,34.3
E05000523,Heathfield; Richmond upon Thames,Hospital stays for self harm,100.8
E05000524,Kew; Richmond upon Thames,Hospital stays for self harm,60.5
E05000525,Mortlake and Barnes Common; Richmond upon Thames,Hospital stays for self harm,56.5
E05000526,North Richmond; Richmond upon Thames,Hospital stays for self harm,59.8
E05000527,St Margarets and North Twickenham; Richmond upon Thames,Hospital stays for self harm,45.9
E05000528,South Richmond; Richmond upon Thames,Hospital stays for self harm,61.2
E05000529,South Twickenham; Richmond upon Thames,Hospital stays for self harm,56.4
E05000530,Teddington; Richmond upon Thames,Hospital stays for self harm,44.7
E05000531,Twickenham Riverside; Richmond upon Thames,Hospital stays for self harm,30.6
E05000532,West Twickenham; Richmond upon Thames,Hospital stays for self harm,52.2
E05000533,Whitton; Richmond upon Thames,Hospital stays for self harm,76.7
E05000534,Brunswick Park; Southwark,Hospital stays for self harm,37.2
E05000535,Camberwell Green; Southwark,Hospital stays for self harm,28.9
E05000536,Cathedrals; Southwark,Hospital stays for self harm,71.1
E05000537,Chaucer; Southwark,Hospital stays for self harm,40.1
E05000538,College; Southwark,Hospital stays for self harm,40.2
E05000539,East Dulwich; Southwark,Hospital stays for self harm,30.3
E05000540,East Walworth; Southwark,Hospital stays for self harm,58.4
E05000541,Faraday; Southwark,Hospital stays for self harm,37.2
E05000542,Grange; Southwark,Hospital stays for self harm,37.2
E05000543,Livesey; Southwark,Hospital stays for self harm,33.0
E05000544,Newington; Southwark,Hospital stays for self harm,45.3
E05000545,Nunhead; Southwark,Hospital stays for self harm,47.4
E05000546,Peckham; Southwark,Hospital stays for self harm,35.1
E05000547,Peckham Rye; Southwark,Hospital stays for self harm,32.2
E05000548,Riverside; Southwark,Hospital stays for self harm,29.5
E05000549,Rotherhithe; Southwark,Hospital stays for self harm,59.3
E05000550,South Bermondsey; Southwark,Hospital stays for self harm,51.6
E05000551,South Camberwell; Southwark,Hospital stays for self harm,31.9
E05000552,Surrey Docks; Southwark,Hospital stays for self harm,31.5
E05000553,The Lane; Southwark,Hospital stays for self harm,39.0
E05000554,Village; Southwark,Hospital stays for self harm,21.3
E05000555,Beddington North; Sutton,Hospital stays for self harm,88.7
E05000556,Beddington South; Sutton,Hospital stays for self harm,114.7
E05000557,Belmont; Sutton,Hospital stays for self harm,54.9
E05000558,Carshalton Central; Sutton,Hospital stays for self harm,78.9
E05000559,Carshalton South and Clockhouse; Sutton,Hospital stays for self harm,79.0
E05000560,Cheam; Sutton,Hospital stays for self harm,42.1
E05000561,Nonsuch; Sutton,Hospital stays for self harm,55.8
E05000562,St Helier; Sutton,Hospital stays for self harm,112.3
E05000563,Stonecot; Sutton,Hospital stays for self harm,61.1
E05000564,Sutton Central; Sutton,Hospital stays for self harm,104.4
E05000565,Sutton North; Sutton,Hospital stays for self harm,63.7
E05000566,Sutton South; Sutton,Hospital stays for self harm,75.8
E05000567,Sutton West; Sutton,Hospital stays for self harm,64.0
E05000568,The Wrythe; Sutton,Hospital stays for self harm,99.5
E05000569,Wallington North; Sutton,Hospital stays for self harm,109.5
E05000570,Wallington South; Sutton,Hospital stays for self harm,86.7
E05000571,Wandle Valley; Sutton,Hospital stays for self harm,111.0
E05000572,Worcester Park; Sutton,Hospital stays for self harm,57.5
E05000590,Cann Hall; Waltham Forest,Hospital stays for self harm,53.7
E05000591,Cathall; Waltham Forest,Hospital stays for self harm,52.7
E05000592,Chapel End; Waltham Forest,Hospital stays for self harm,43.2
E05000593,Chingford Green; Waltham Forest,Hospital stays for self harm,55.8
E05000594,Endlebury; Waltham Forest,Hospital stays for self harm,60.0
E05000595,Forest; Waltham Forest,Hospital stays for self harm,55.8
E05000596,Grove Green; Waltham Forest,Hospital stays for self harm,62.7
E05000597,Hale End and Highams Park; Waltham Forest,Hospital stays for self harm,76.7
E05000598,Hatch Lane; Waltham Forest,Hospital stays for self harm,84.5
E05000599,High Street; Waltham Forest,Hospital stays for self harm,52.7
E05000600,Higham Hill; Waltham Forest,Hospital stays for self harm,55.3
E05000601,Hoe Street; Waltham Forest,Hospital stays for self harm,55.6
E05000602,Larkswood; Waltham Forest,Hospital stays for self harm,60.7
E05000603,Lea Bridge; Waltham Forest,Hospital stays for self harm,64.7
E05000604,Leyton; Waltham Forest,Hospital stays for self harm,52.9
E05000605,Leytonstone; Waltham Forest,Hospital stays for self harm,47.8
E05000606,Markhouse; Waltham Forest,Hospital stays for self harm,52.4
E05000607,Valley; Waltham Forest,Hospital stays for self harm,69.1
E05000608,William Morris; Waltham Forest,Hospital stays for self harm,41.1
E05000609,Wood Street; Waltham Forest,Hospital stays for self harm,62.2
E05000610,Balham; Wandsworth,Hospital stays for self harm,27.2
E05000611,Bedford; Wandsworth,Hospital stays for self harm,26.0
E05000612,Earlsfield; Wandsworth,Hospital stays for self harm,28.0
E05000613,East Putney; Wandsworth,Hospital stays for self harm,43.5
E05000614,Fairfield; Wandsworth,Hospital stays for self harm,30.2
E05000615,Furzedown; Wandsworth,Hospital stays for self harm,44.9
E05000616,Graveney; Wandsworth,Hospital stays for self harm,30.2
E05000617,Latchmere; Wandsworth,Hospital stays for self harm,47.1
E05000618,Nightingale; Wandsworth,Hospital stays for self harm,32.6
E05000619,Northcote; Wandsworth,Hospital stays for self harm,17.7
E05000620,Queenstown; Wandsworth,Hospital stays for self harm,44.2
E05000621,Roehampton and Putney Heath; Wandsworth,Hospital stays for self harm,50.3
E05000622,St Mary's Park; Wandsworth,Hospital stays for self harm,31.0
E05000623,Shaftesbury; Wandsworth,Hospital stays for self harm,28.3
E05000624,Southfields; Wandsworth,Hospital stays for self harm,35.1
E05000625,Thamesfield; Wandsworth,Hospital stays for self harm,26.2
E05000626,Tooting; Wandsworth,Hospital stays for self harm,39.3
E05000627,Wandsworth Common; Wandsworth,Hospital stays for self harm,41.1
E05000628,West Hill; Wandsworth,Hospital stays for self harm,45.6
E05000629,West Putney; Wandsworth,Hospital stays for self harm,47.3
E05000630,Abbey Road; Westminster,Hospital stays for self harm,20.6
E05000631,Bayswater; Westminster,Hospital stays for self harm,31.6
E05000632,Bryanston and Dorset Square; Westminster,Hospital stays for self harm,19.3
E05000633,Churchill; Westminster,Hospital stays for self harm,30.6
E05000634,Church Street; Westminster,Hospital stays for self harm,43.8
E05000635,Harrow Road; Westminster,Hospital stays for self harm,40.8
E05000636,Hyde Park; Westminster,Hospital stays for self harm,12.6
E05000637,Knightsbridge and Belgravia; Westminster,Hospital stays for self harm,10.8
E05000638,Lancaster Gate; Westminster,Hospital stays for self harm,31.6
E05000639,Little Venice; Westminster,Hospital stays for self harm,22.0
E05000640,Maida Vale; Westminster,Hospital stays for self harm,20.7
E05000641,Marylebone High Street; Westminster,Hospital stays for self harm,20.5
E05000642,Queen's Park; Westminster,Hospital stays for self harm,41.0
E05000643,Regent's Park; Westminster,Hospital stays for self harm,19.1
E05000644,St James's; Westminster,Hospital stays for self harm,64.4
E05000645,Tachbrook; Westminster,Hospital stays for self harm,44.8
E05000646,Vincent Square; Westminster,Hospital stays for self harm,103.3
E05000647,Warwick; Westminster,Hospital stays for self harm,27.3
E05000648,Westbourne; Westminster,Hospital stays for self harm,38.1
E05000649,West End; Westminster,Hospital stays for self harm,40.9
E05009288,Aldersgate; City of London,Hospital stays for self harm,21.6
E05009292,Bishopsgate; City of London,Hospital stays for self harm,21.6
E05009302,Cripplegate; City of London,Hospital stays for self harm,21.6
E05009304,Farringdon Within; City of London,Hospital stays for self harm,21.6
E05009305,Farringdon Without; City of London,Hospital stays for self harm,21.6
E05009308,Portsoken; City of London,Hospital stays for self harm,21.6
E05009309,Queenhithe; City of London,Hospital stays for self harm,21.6
E05009310,Tower; City of London,Hospital stays for self harm,21.6
E05009317,Bethnal Green; Tower Hamlets,Hospital stays for self harm,34.9
E05009318,Blackwall & Cubitt Town; Tower Hamlets,Hospital stays for self harm,27.8
E05009319,Bow East; Tower Hamlets,Hospital stays for self harm,43.5
E05009320,Bow West; Tower Hamlets,Hospital stays for self harm,33.5
E05009321,Bromley North; Tower Hamlets,Hospital stays for self harm,37.6
E05009322,Bromley South; Tower Hamlets,Hospital stays for self harm,35.0
E05009323,Canary Wharf; Tower Hamlets,Hospital stays for self harm,26.4
E05009324,Island Gardens; Tower Hamlets,Hospital stays for self harm,30.1
E05009325,Lansbury; Tower Hamlets,Hospital stays for self harm,87.2
E05009326,Limehouse; Tower Hamlets,Hospital stays for self harm,33.9
E05009327,Mile End; Tower Hamlets,Hospital stays for self harm,32.5
E05009328,Poplar; Tower Hamlets,Hospital stays for self harm,36.9
E05009329,St Dunstan's; Tower Hamlets,Hospital stays for self harm,39.7
E05009330,St Katharine's & Wapping; Tower Hamlets,Hospital stays for self harm,16.7
E05009331,St Peter's; Tower Hamlets,Hospital stays for self harm,43.9
E05009332,Shadwell; Tower Hamlets,Hospital stays for self harm,25.4
E05009333,Spitalfields & Banglatown; Tower Hamlets,Hospital stays for self harm,51.1
E05009334,Stepney Green; Tower Hamlets,Hospital stays for self harm,37.4
E05009335,Weavers; Tower Hamlets,Hospital stays for self harm,32.1
E05009336,Whitechapel; Tower Hamlets,Hospital stays for self harm,23.5
E05009367,Brownswood; Hackney,Hospital stays for self harm,45.1
E05009368,Cazenove; Hackney,Hospital stays for self harm,36.1
E05009369,Clissold; Hackney,Hospital stays for self harm,41.5
E05009370,Dalston; Hackney,Hospital stays for self harm,54.1
E05009371,De Beauvoir; Hackney,Hospital stays for self harm,46.4
E05009372,Hackney Central; Hackney,Hospital stays for self harm,45.2
E05009373,Hackney Downs; Hackney,Hospital stays for self harm,61.0
E05009374,Hackney Wick; Hackney,Hospital stays for self harm,53.3
E05009375,Haggerston; Hackney,Hospital stays for self harm,41.4
E05009376,Homerton; Hackney,Hospital stays for self harm,54.9
E05009377,Hoxton East & Shoreditch; Hackney,Hospital stays for self harm,29.7
E05009378,Hoxton West; Hackney,Hospital stays for self harm,36.8
E05009379,King's Park; Hackney,Hospital stays for self harm,56.9
E05009380,Lea Bridge; Hackney,Hospital stays for self harm,43.1
E05009381,London Fields; Hackney,Hospital stays for self harm,59.8
E05009382,Shacklewell; Hackney,Hospital stays for self harm,56.0
E05009383,Springfield; Hackney,Hospital stays for self harm,36.3
E05009384,Stamford Hill West; Hackney,Hospital stays for self harm,30.5
E05009385,Stoke Newington; Hackney,Hospital stays for self harm,43.9
E05009386,Victoria; Hackney,Hospital stays for self harm,67.3
E05009387,Woodberry Down; Hackney,Hospital stays for self harm,52.3
E05009388,Abingdon; Kensington and Chelsea,Hospital stays for self harm,30.8
E05009389,Brompton & Hans Town; Kensington and Chelsea,Hospital stays for self harm,27.4
E05009390,Campden; Kensington and Chelsea,Hospital stays for self harm,22.0
E05009391,Chelsea Riverside; Kensington and Chelsea,Hospital stays for self harm,63.2
E05009392,Colville; Kensington and Chelsea,Hospital stays for self harm,43.2
E05009393,Courtfield; Kensington and Chelsea,Hospital stays for self harm,24.3
E05009394,Dalgarno; Kensington and Chelsea,Hospital stays for self harm,78.3
E05009395,Earl's Court; Kensington and Chelsea,Hospital stays for self harm,45.7
E05009396,Golborne; Kensington and Chelsea,Hospital stays for self harm,48.3
E05009397,Holland; Kensington and Chelsea,Hospital stays for self harm,27.3
E05009398,Norland; Kensington and Chelsea,Hospital stays for self harm,29.3
E05009399,Notting Dale; Kensington and Chelsea,Hospital stays for self harm,54.9
E05009400,Pembridge; Kensington and Chelsea,Hospital stays for self harm,23.4
